Exercise_Name;Description_URL;Exercise_Image;Exercise_Image1;muscle_gp_details;muscle_gp;equipment_details;Equipment;Rating;Description;Difficulty;Category;Exercise_Type;Goal_Tag
Standing One-Arm Dumbbell Curl Over Incline Bench;https://www.bodybuilding.com/exercises/standing-one-arm-dumbbell-curl-over-incline-bench;https://www.bodybuilding.com/exercises/exerciseImages/sequences/339/Male/m/339_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/339/Male/m/339_2.jpg;https://www.bodybuilding.com/exercises/muscle/biceps;Biceps;https://www.bodybuilding.com/exercises/finder;nan;8,6;The Standing One-Arm Dumbbell Curl Over Incline Bench targets your biceps and is categorized under strength training. It typically uses nan equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Standing Olympic Plate Hand Squeeze;https://www.bodybuilding.com/exercises/standing-olympic-plate-hand-squeeze;https://www.bodybuilding.com/exercises/exerciseImages/sequences/6/Male/m/6_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/6/Male/m/6_2.jpg;https://www.bodybuilding.com/exercises/muscle/forearms;Forearms;https://www.bodybuilding.com/exercises/equipment/other;Other;8,6;The Standing Olympic Plate Hand Squeeze targets your forearms and is categorized under strength training. It typically uses other equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Sledgehammer swing;https://www.bodybuilding.com/exercises/sledgehammer-swings;https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-186s-sledghehammer-swing-m1-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-186s-sledghehammer-swing-m3-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/other;Other;8,6;The Sledgehammer swing targets your abdominals and is categorized under stamina training. It typically uses other equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Single-arm kettlebell snatch;https://www.bodybuilding.com/exercises/one-arm-kettlebell-snatch;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-79k-single-arm-kettlebell-snatch-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-79k-single-arm-kettlebell-snatch-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/kettlebells;Kettlebells;8,6;The Single-arm kettlebell snatch targets your shoulders and is categorized under strength training. It typically uses kettlebells equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Box jump;https://www.bodybuilding.com/exercises/front-box-jump;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75e-box-jump-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75e-box-jump-m3-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/hamstrings;Hamstrings;https://www.bodybuilding.com/exercises/equipment/other;Other;8,6;The Box jump targets your hamstrings and is categorized under endurance training. It typically uses other equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;Muscle Gain
Standing cable crunch;https://www.bodybuilding.com/exercises/standing-rope-crunch;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-34c-standing-cable-crunch-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-34c-standing-cable-crunch-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,6;The Standing cable crunch targets your abdominals and is categorized under endurance training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;Stamina
Standing barbell overhead triceps extension;https://www.bodybuilding.com/exercises/standing-overhead-barbell-triceps-extension;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-60b-standing-barbell-overhead-triceps-extension-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-60b-standing-barbell-overhead-triceps-extension-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/triceps;Triceps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,6;The Standing barbell overhead triceps extension targets your triceps and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Lying cable triceps extension;https://www.bodybuilding.com/exercises/cable-lying-triceps-extension;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-62c-lying-cable-triceps-extension-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-62c-lying-cable-triceps-extension-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/triceps;Triceps;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,6;The Lying cable triceps extension targets your triceps and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Close push-up to wide push-up;https://www.bodybuilding.com/exercises/pushups-close-and-wide-hand-positions;;;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,5;The Close push-up to wide push-up targets your chest and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Single-arm dumbbell triceps extension;https://www.bodybuilding.com/exercises/dumbbell-one-arm-triceps-extension;;;https://www.bodybuilding.com/exercises/muscle/triceps;Triceps;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,5;The Single-arm dumbbell triceps extension targets your triceps and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Butterfly;https://www.bodybuilding.com/exercises/butterfly;;;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/machine;Machine;8,5;The Butterfly targets your chest and is categorized under strength training. It typically uses machine equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Decline dumbbell bench press;https://www.bodybuilding.com/exercises/decline-dumbbell-bench-press;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-33n-decline-dumbbell-bench-press-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-33n-decline-dumbbell-bench-press-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,5;The Decline dumbbell bench press targets your chest and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
V-up;https://www.bodybuilding.com/exercises/jackknife-sit-up;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76a-v-up-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76a-v-up-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,5;The V-up targets your abdominals and is categorized under stamina training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Seated face pull;https://www.bodybuilding.com/exercises/low-pulley-row-to-neck;;;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,5;The Seated face pull targets your shoulders and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Barbell Bulgarian split squat;https://www.bodybuilding.com/exercises/one-leg-barbell-squat;https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-60e-barbell-bulgarian-split-squat-m1-crop-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-60e-barbell-bulgarian-split-squat-m2-crop-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,5;The Barbell Bulgarian split squat targets your quadriceps and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Reverse-grip lat pull-down;https://www.bodybuilding.com/exercises/underhand-cable-pulldowns;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-74c-reverse-grip-lat-pull-down-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-74c-reverse-grip-lat-pull-down-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/lats;Lats;https://www.bodybuilding.com/exercises/equipment/machine;Machine;8,5;The Reverse-grip lat pull-down targets your lats and is categorized under strength training. It typically uses machine equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Standing Biceps Cable Curl;https://www.bodybuilding.com/exercises/standing-biceps-cable-curl;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22c-cable-straight-bar-biceps-curl-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22c-cable-straight-bar-biceps-curl-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/biceps;Biceps;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,5;The Standing Biceps Cable Curl targets your biceps and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Single-arm cable seated row;https://www.bodybuilding.com/exercises/seated-one-arm-cable-pulley-rows;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82c-single-arm-cable-seated-row-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82c-single-arm-cable-seated-row-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/middle-back;Middle Back;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,5;The Single-arm cable seated row targets your middle back and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Single-arm kettlebell row;https://www.bodybuilding.com/exercises/one-arm-dumbbell-bench-press;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-12e-single-arm-dumbbell-bench-press-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-12e-single-arm-dumbbell-bench-press-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,5;The Single-arm kettlebell row targets your chest and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Scissors Jump;https://www.bodybuilding.com/exercises/scissors-jump;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42a-alternating-lunge-jump-m4-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42a-alternating-lunge-jump-m5-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,5;The Scissors Jump targets your quadriceps and is categorized under endurance training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;General Fitness
Wide Stance Stiff Legs;https://www.bodybuilding.com/exercises/wide-stance-stiff-legs;https://www.bodybuilding.com/exercises/exerciseImages/sequences/744/Male/m/744_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/744/Male/m/744_2.jpg;https://www.bodybuilding.com/exercises/muscle/hamstrings;Hamstrings;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,5;The Wide Stance Stiff Legs targets your hamstrings and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Rack Pull with Bands;https://www.bodybuilding.com/exercises/rack-pull-with-bands;https://www.bodybuilding.com/exercises/exerciseImages/sequences/741/Male/m/741_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/741/Male/m/741_2.jpg;https://www.bodybuilding.com/exercises/muscle/lower-back;Lower Back;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,5;The Rack Pull with Bands targets your lower back and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Fat Loss
Drag curl;https://www.bodybuilding.com/exercises/drag-curl;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11b-drag-curl-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11b-drag-curl-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/biceps;Biceps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,5;The Drag curl targets your biceps and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Close push-up to wide push-up;https://www.bodybuilding.com/exercises/pushups-close-and-wide-hand-positions;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-105a-close-push-up-to-wide-push-up-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-105a-close-push-up-to-wide-push-up-m4-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,5;The Close push-up to wide push-up targets your chest and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Single-arm dumbbell triceps extension;https://www.bodybuilding.com/exercises/dumbbell-one-arm-triceps-extension;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-130d-single-arm-dumbbell-triceps-extension-m2-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-130d-single-arm-dumbbell-triceps-extension-m3-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/triceps;Triceps;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,5;The Single-arm dumbbell triceps extension targets your triceps and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Butterfly;https://www.bodybuilding.com/exercises/butterfly;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53m-machine-chest-fly-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53m-machine-chest-fly-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/machine;Machine;8,5;The Butterfly targets your chest and is categorized under strength training. It typically uses machine equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Seated face pull;https://www.bodybuilding.com/exercises/low-pulley-row-to-neck;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70c-seated-face-pull-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70c-seated-face-pull-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,5;The Seated face pull targets your shoulders and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Rack Pull with Bands;https://www.bodybuilding.com/exercises/rack-pull-with-bands;;;https://www.bodybuilding.com/exercises/muscle/lower-back;Lower Back;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,5;The Rack Pull with Bands targets your lower back and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Fat Loss
Drag curl;https://www.bodybuilding.com/exercises/drag-curl;;;https://www.bodybuilding.com/exercises/muscle/biceps;Biceps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,5;The Drag curl targets your biceps and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Hang Clean - Below the Knees;https://www.bodybuilding.com/exercises/hang-clean-below-the-knees;;;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,5;The Hang Clean - Below the Knees targets your quadriceps and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Decline oblique crunch;https://www.bodybuilding.com/exercises/decline-oblique-crunch;;;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/none;None;8,5;The Decline oblique crunch targets your abdominals and is categorized under endurance training. It typically uses none equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;Stamina
Dumbbell external shoulder rotation;https://www.bodybuilding.com/exercises/external-rotation;;;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,5;The Dumbbell external shoulder rotation targets your shoulders and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Single-arm bent-over cable rear delt fly;https://www.bodybuilding.com/exercises/bent-over-low-pulley-side-lateral;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48c-single-arm-cable-rear-delt-fly-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48c-single-arm-cable-rear-delt-fly-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,5;The Single-arm bent-over cable rear delt fly targets your shoulders and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Clean;https://www.bodybuilding.com/exercises/clean;https://www.bodybuilding.com/exercises/exerciseImages/sequences/669/Male/m/669_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/669/Male/m/669_2.jpg;https://www.bodybuilding.com/exercises/muscle/hamstrings;Hamstrings;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,5;The Clean targets your hamstrings and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Single-arm incline lateral raise;https://www.bodybuilding.com/exercises/one-arm-incline-lateral-raise;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-24n-single-arm-incline-lateral-raise-m1-square-600x600.jpg;;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,5;The Single-arm incline lateral raise targets your shoulders and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Decline bar press sit-up;https://www.bodybuilding.com/exercises/press-sit-up;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-44n-decline-press-sit-up-m1-square-600x600.jpg;;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,5;The Decline bar press sit-up targets your abdominals and is categorized under stamina training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Barbell rear delt bent-over row;https://www.bodybuilding.com/exercises/barbell-rear-delt-row;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-03b-barbell-rear-delt-bent-over-row-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-03b-barbell-rear-delt-bent-over-row-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,5;The Barbell rear delt bent-over row targets your shoulders and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Calf Press;https://www.bodybuilding.com/exercises/calf-press;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/calves;Calves;https://www.bodybuilding.com/exercises/equipment/machine;Machine;8,5;The Calf Press targets your calves and is categorized under stamina training. It typically uses machine equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Kettlebell alternating renegade row;https://www.bodybuilding.com/exercises/alternating-renegade-row;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11k-kettlebell-alternating-renegade-row-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11k-kettlebell-alternating-renegade-row-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/middle-back;Middle Back;https://www.bodybuilding.com/exercises/equipment/kettlebells;Kettlebells;8,5;The Kettlebell alternating renegade row targets your middle back and is categorized under strength training. It typically uses kettlebells equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Bosu Ball Cable Crunch With Side Bends;https://www.bodybuilding.com/exercises/bosu-ball-cable-crunch-with-side-bends;https://www.bodybuilding.com/exercises/exerciseImages/sequences/932/Male/m/932_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/932/Male/m/932_2.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,5;The Bosu Ball Cable Crunch With Side Bends targets your abdominals and is categorized under endurance training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;Stamina
Stomach Vacuum;https://www.bodybuilding.com/exercises/stomach-vacuum;https://www.bodybuilding.com/exercises/exerciseImages/sequences/243/Male/m/243_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/243/Male/m/243_2.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,5;The Stomach Vacuum targets your abdominals and is categorized under stamina training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Hammer Grip Incline DB Bench Press;https://www.bodybuilding.com/exercises/hammer-grip-incline-db-bench-press;https://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/m/60_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/m/60_2.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,5;The Hammer Grip Incline DB Bench Press targets your chest and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Wide-grip hands-elevated push-up;https://www.bodybuilding.com/exercises/incline-push-up-wide;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19e-wide-grip-hands-elevated-push-up-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19e-wide-grip-hands-elevated-push-up-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,5;The Wide-grip hands-elevated push-up targets your chest and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Decline Dumbbell Triceps Extension;https://www.bodybuilding.com/exercises/decline-dumbbell-triceps-extension;https://www.bodybuilding.com/exercises/exerciseImages/sequences/167/Male/m/167_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/167/Male/m/167_2.jpg;https://www.bodybuilding.com/exercises/muscle/triceps;Triceps;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,5;The Decline Dumbbell Triceps Extension targets your triceps and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Jumping jack-;https://www.bodybuilding.com/exercises/jumping-jacks;;;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,5;The Jumping jack- targets your quadriceps and is categorized under endurance training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;General Fitness
Push-Ups With Feet On An Exercise Ball;https://www.bodybuilding.com/exercises/push-ups-with-feet-on-an-exercise-ball;;;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,5;The Push-Ups With Feet On An Exercise Ball targets your chest and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Seated cable shoulder press;https://www.bodybuilding.com/exercises/seated-cable-shoulder-press;;;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,5;The Seated cable shoulder press targets your shoulders and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Barbell hack squat;https://www.bodybuilding.com/exercises/barbell-hack-squat;;;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,5;The Barbell hack squat targets your quadriceps and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Feet-elevated push-up;https://www.bodybuilding.com/exercises/push-ups-with-feet-elevated;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,5;The Feet-elevated push-up targets your chest and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Good Morning;https://www.bodybuilding.com/exercises/good-morning;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-09b-barbell-good-morning-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-09b-barbell-good-morning-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/hamstrings;Hamstrings;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,5;The Good Morning targets your hamstrings and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Leverage Chest Press;https://www.bodybuilding.com/exercises/leverage-chest-press;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65m-machine-chest-press-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65m-machine-chest-press-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/machine;Machine;8,5;The Leverage Chest Press targets your chest and is categorized under strength training. It typically uses machine equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
